cy_id_old,cy_id_new,gps_north_degree,gps_north_minute,gps_east_degree,gps_east_minute,subdistrict,district
D-BGR-195,D-BGR-195,6,23.597,106,26.597,JASINGA,BOGOR
D-BGR-244,D-BGR-236,6,41.943,106,52.89,CIAWI,BOGOR
M-JKS-098,M-JKS-097,6,14.218,106,49.115,MAMPANG PRAPATAN,JAKARTA SELATAN
D-BGR-236,D-BGR-236,6,25.002,107,1.573,CILEUNGSI,BOGOR
D-BGR-258,D-BGR-258,6,24.792,107,1.799,CILEUNGSI,BOGOR
D-BGR-130,D-BGR-130,6,24.082,106,57.548,CILEUNGSI,BOGOR
M-JKB-058,M-JKB-058,6,7.949,106,42.225,KALI DERES,JAKARTA BARAT
D-BGR-131,D-BGR-131,6,24.686,106,57.869,CILEUNGSI,BOGOR
D-BGR-132,D-BGR-132,6,24.291,106,57.34,CILEUNGSI,BOGOR
M-JKB-023,M-JKB-023,6,10.211,106,44.956,KALI DERES,JAKARTA BARAT
M-JKB-059,M-JKB-059,6,8.104,106,42.728,KALI DERES,JAKARTA BARAT
M-TGR-097,M-TGR-097,6,9.577,106,38.17,NEGLASARI,KOTA TANGERANG
M-JKB-043,M-JKB-039,6,9.868,106,48.862,CENGKARENG,JAKARTA BARAT
D-BKS-055,D-BKS-055,6,20.284,107,7.259,CIKARANG SELATAN,BEKASI
D-BKS-013,D-BKS-013,6,26.32,107,4.499,CIBARUSAH,BEKASI
D-BKS-014,D-BKS-014,6,25.493,107,5.074,CIBARUSAH,BEKASI
D-BKS-017,D-BKS-017,6,26.32,107,4.469,CIBARUSAH,BEKASI
M-TGR-003,M-TGR-003,6,11.1158,106,40.8329,CIPONDOH,KOTA TANGERANG
M-JKT-014,M-JKT-012,6,11.274,106,54.282,PULO GADUNG,JAKARTA TIMUR
M-JKT-141,M-JKT-137,6,11.275,106,54.268,PULO GADUNG,JAKARTA TIMUR
M-JKT-142,M-JKT-137,6,11.277,106,54.274,PULO GADUNG,JAKARTA TIMUR
D-TGR-066,D-TGR-063,6,16.058,106,27.988,TIGARAKSA,TANGERANG
D-TGR-050,D-TGR-050,6,13845,106,31196,CIKUPA,TANGERANG
M-JKT-132,M-JKT-012,6,11.319,106,54.274,PULO GADUNG,JAKARTA TIMUR
M-JKT-140,M-JKT-137,6,11.278,106,54.261,PULO GADUNG,JAKARTA TIMUR
M-JKT-012,M-JKT-012,6,11.244,106,54.282,PULO GADUNG,JAKARTA TIMUR
M-BKS-044,M-BKS-044,6,15.557,106,8.928,BEKASI SELATAN,KOTA BEKASI
D-BKS-059,D-BKS-059,6,26.304,107,4.43,CIBARUSAH,BEKASI
M-BKS-038,M-BKS-038,6,18.409,106,59.321,BANTARGEBANG,KOTA BEKASI
M-BKS-051,M-BKS-051,6,12.606,106,59.506,BEKASI UTARA,KOTA BEKASI
D-BKS-054,D-BKS-053,6,19.961,107,10.96,CIKARANG PUSAT,BEKASI
M-JKT-138,M-JKT-137,6,11.299,106,54.29,PULO GADUNG,JAKARTA TIMUR
M-JKT-130,M-JKT-012,6,11.332,106,54.269,PULO GADUNG,JAKARTA TIMUR
M-JKT-129,M-JKT-012,6,11.335,106,54.261,PULO GADUNG,JAKARTA TIMUR
D-BGR-190,D-BGR-190,6,20.151,106,26.863,TENJO,BOGOR
D-BGR-223,D-BGR-223,6,20.923,106,34.585,PARUNG PANJANG,BOGOR
D-BGR-213,D-BGR-212,6,26.717,106,41.349,CISEENG,BOGOR
D-BKS-061,D-BKS-061,6,18.966,107,11.167,CIKARANG TIMUR,BEKASI
D-BKS-053,D-BKS-053,6,19.902,107,10.934,CIKARANG PUSAT,BEKASI
D-TGR-060,D-TGR-060,6,18.369,106,34.346,LEGOK,TANGERANG
D-TGR-061,D-TGR-061,6,18.888,106,34.353,LEGOK,TANGERANG
D-TGR-218,D-TGR-218,6,16.622,106,34.517,LEGOK,TANGERANG
D-BGR-233,D-BGR-233,-6,408.339,106,951.937,CILEUNGSI,BOGOR
M-JKT-018,M-JKT-012,6,14.302,106,54.279,PULO GADUNG,JAKARTA TIMUR
D-BGR-129,D-BGR-129,6,24.136,106,57.45,CILEUNGSI,BOGOR
M-JKT-013,M-JKT-012,6,14.251,106,54.285,PULO GADUNG,JAKARTA TIMUR
M-JKT-139,M-JKT-137,6,14.279,106,54.261,PULO GADUNG,JAKARTA TIMUR
M-JKT-144,M-JKT-137,6,14.236,106,54.259,PULO GADUNG,JAKARTA TIMUR
M-JKT-128,M-JKT-012,6,14.361,106,54.258,PULO GADUNG,JAKARTA TIMUR
M-JKT-035,M-JKT-012,6,11.436,106,54.279,PULO GADUNG,JAKARTA TIMUR
M-JKT-040,M-JKT-012,6,11.441,106,54.287,PULO GADUNG,JAKARTA TIMUR
M-JKT-038,M-JKT-012,6,11.435,106,54.29,PULO GADUNG,JAKARTA TIMUR
D-BGR-199,D-BGR-197,6,40.429,106,55.587,CISARUA,BOGOR
D-BGR-197,D-BGR-197,6,40.422,106,55.529,CISARUA,BOGOR
D-BGR-196,D-BGR-196,6,40.429,106,55.556,CISARUA,BOGOR
D-TGR-029,D-TGR-029,6,14945,106,37335,KELAPA DUA,TANGERANG
D-TGR-051,D-TGR-051,6,12869,106,29295,CIKUPA,TANGERANG
D-BGR-200,D-BGR-197,6,40.804,106,55.866,CISARUA,BOGOR
D-BGR-198,D-BGR-196,6,40.6,106,55.799,CISARUA,BOGOR
D-BGR-251,D-BGR-251,6,39.922,106,52.721,MEGAMENDUNG,BOGOR
M-JKT-015,M-JKT-012,6,11.283,106,54.286,PULO GADUNG,JAKARTA TIMUR
M-JKT-143,M-JKT-137,16,11.307,106,54.283,PULO GADUNG,JAKARTA TIMUR
M-JKT-030,M-JKT-012,6,11.431,106,54.291,PULO GADUNG,JAKARTA TIMUR
M-JKT-027,M-JKT-012,6,11.349,106,54.252,PULO GADUNG,JAKARTA TIMUR
M-JKT-028,M-JKT-012,6,11.442,106,54.288,PULO GADUNG,JAKARTA TIMUR
D-BGR-078,D-BGR-078,6,31024,107,7589,SUKAMAKMUR,BOGOR
D-BGR-063,D-BGR-063,6,36010,107,8823,TANJUNGSARI,BOGOR
M-JKT-041,M-JKT-012,6,11.447,106,54.292,PULO GADUNG,JAKARTA TIMUR
M-JKT-037,M-JKT-012,6,11.429,106,54.285,PULO GADUNG,JAKARTA TIMUR
M-JKT-045,M-JKT-012,6,11.448,106,54.308,PULO GADUNG,JAKARTA TIMUR
D-TGR-215,D-TGR-215,6,5187,106,39528,TELUKNAGA,TANGERANG
D-BGR-049,D-BGR-049,6,33.089,106,41.609,CIAMPEA,BOGOR
D-TGR-004,D-TGR-002,6,3903,106,38670,TELUKNAGA,TANGERANG
D-TGR-005,D-TGR-002,6,3904,106,38667,TELUKNAGA,TANGERANG
D-TGR-003,D-TGR-002,6,4046,106,38684,TELUKNAGA,TANGERANG
D-BGR-228,D-BGR-228,6,37.163,106,44.651,CIOMAS,BOGOR
D-BGR-225,D-BGR-225,6,35.571,106,44.64,CIOMAS,BOGOR
D-BGR-181,D-BGR-181,6,37.257,106,40.289,PAMIJAHAN,BOGOR
D-BGR-066,D-BGR-066,6,38847,107,9291,TANJUNGSARI,BOGOR
D-BGR-064,D-BGR-064,6,38410,107,10069,TANJUNGSARI,BOGOR
M-JKT-029,M-JKT-012,6,11.439,106,54.293,PULO GADUNG,JAKARTA TIMUR
M-JKT-031,M-JKT-012,6,11.434,106,54.304,PULO GADUNG,JAKARTA TIMUR
M-JKT-176,M-JKT-137,6,11.816,106,55.191,PULO GADUNG,JAKARTA TIMUR
M-JKT-174,M-JKT-137,6,11.824,106,55.188,PULO GADUNG,JAKARTA TIMUR
M-JKT-168,M-JKT-137,6,11.768,106,55.199,PULO GADUNG,JAKARTA TIMUR
D-TGR-006,D-TGR-006,6,3.395,106,38.668,TELUKNAGA,TANGERANG
D-TGR-002,D-TGR-002,6,3.905,106,38.666,TELUKNAGA,TANGERANG
D-TGR-213,D-TGR-213,6,3.828,106,38.506,TELUKNAGA,TANGERANG
D-TGR-214,D-TGR-214,6,3.914,106,38.687,TELUKNAGA,TANGERANG
M-JKT-164,M-JKT-137,6,11.779,106,55.197,PULO GADUNG,JAKARTA TIMUR
M-JKT-145,M-JKT-137,6,11.784,106,55.189,PULO GADUNG,JAKARTA TIMUR
D-TGR-024,D-TGR-023,6,7.024,106,29.118,RAJEG,TANGERANG
D-TGR-026,D-TGR-023,6,7.692,106,29.126,RAJEG,TANGERANG
D-TGR-022,D-TGR-022,6,7879,106,30930,RAJEG,TANGERANG
D-TGR-216,D-TGR-216,6,7736,106,31304,RAJEG,TANGERANG
M-TGR-075,M-TGR-074,6,923,106,9816,BATUCEPER,KOTA TANGERANG
M-TGR-076,M-TGR-074,6,9209,106,39828,BATUCEPER,KOTA TANGERANG
M-JKT-159,M-JKT-137,6,11.762,106,55.207,PULO GADUNG,JAKARTA TIMUR
M-JKT-162,M-JKT-137,6,11.769,106,55.195,PULO GADUNG,JAKARTA TIMUR
M-JKT-167,M-JKT-137,6,11.769,106,55.205,PULO GADUNG,JAKARTA TIMUR
M-JKT-017,M-JKT-012,6,11.35,106,54.284,PULO GADUNG,JAKARTA TIMUR
M-JKT-134,M-JKT-012,6,11.259,106,54.284,PULO GADUNG,JAKARTA TIMUR
M-JKT-155,M-JKT-137,6,11.804,106,55.223,PULO GADUNG,JAKARTA TIMUR
M-JKT-165,M-JKT-137,6,11.783,106,55.197,PULO GADUNG,JAKARTA TIMUR
D-BGR-025,D-BGR-025,6,28.59,106,50.065,CIBINONG,BOGOR
M-JKT-153,M-JKT-137,6,11.808,106,55.209,PULO GADUNG,JAKARTA TIMUR
M-JKT-157,M-JKT-137,6,11.799,106,55.208,PULO GADUNG,JAKARTA TIMUR
D-BGR-070,D-BGR-070,6,30.353,107,7.902,TANJUNGSARI,BOGOR
D-TGR-035,D-TGR-035,6,7189,106,34340,SEPATAN,TANGERANG
D-TGR-040,D-TGR-040,6,6915,106,34497,SEPATAN,TANGERANG
D-TGR-036,D-TGR-036,6,5476,106,35219,SEPATAN,TANGERANG
D-BGR-098,D-BGR-098,6,28.348,106,45.336,TAJURHALANG,BOGOR
D-TGR-038,D-TGR-038,6,7.529,106,34.93,SEPATAN,TANGERANG
D-TGR-212,D-TGR-212,6,6.903,106,34.511,SEPATAN,TANGERANG
D-BGR-099,D-BGR-098,6,28.356,106,45.363,TAJURHALANG,BOGOR
D-TGR-210,D-TGR-210,6,5.457,106,35.484,SEPATAN,TANGERANG
D-TGR-211,D-TGR-210,6,5.357,106,35.402,SEPATAN,TANGERANG
D-BGR-058,D-BGR-058,6,30.353,107,7.902,CARIU,BOGOR
D-BGR-079,D-BGR-079,6,30.888,107,7.576,SUKAMAKMUR,BOGOR
D-BGR-069,D-BGR-069,6,32.522,107,6.146,TANJUNGSARI,BOGOR
D-BGR-250,D-BGR-250,6,42.488,106,47.756,CIGOMBONG,BOGOR
M-JKT-158,M-JKT-137,6,11.783,106,55.208,PULO GADUNG,JAKARTA TIMUR
M-JKT-163,M-JKT-137,6,11.77,106,55.194,PULO GADUNG,JAKARTA TIMUR
M-JKT-154,M-JKT-137,6,11.805,106,55.222,PULO GADUNG,JAKARTA TIMUR
M-JKT-152,M-JKT-137,6,11.797,106,55.216,PULO GADUNG,JAKARTA TIMUR
D-TGR-205,D-TGR-205,6,5.311,106,28.087,KEMIRI,TANGERANG
D-TGR-206,D-TGR-206,6,6.647,106,27.363,KEMIRI,TANGERANG
D-TGR-067,D-TGR-067,6,6.647,106,27.839,KEMIRI,TANGERANG
D-TGR-207,D-TGR-207,6,4059,106,35649,PAKUHAJI,TANGERANG
D-TGR-209,D-TGR-209,6,5333,106,36498,PAKUHAJI,TANGERANG
D-TGR-208,D-TGR-208,6,4134,106,35867,PAKUHAJI,TANGERANG
M-JKT-148,M-JKT-137,6,11.784,106,55.198,PULO GADUNG,JAKARTA TIMUR
D-BKS-062,D-BKS-062,6,12.559,107,10.23,KARANGBAHAGIA,BEKASI
M-JKT-151,M-JKT-137,6,11.792,106,55.207,PULO GADUNG,JAKARTA TIMUR
D-TGR-056,D-TGR-056,6,6.655,106,38.53,KOSAMBI,TANGERANG
D-TGR-055,D-TGR-055,6,6.554,106,79.486,KOSAMBI,TANGERANG
D-TGR-068,D-TGR-068,6,7244,106,27426,KEMIRI,TANGERANG
D-TGR-070,D-TGR-070,6,7159,106,27411,KEMIRI,TANGERANG
D-TGR-069,D-TGR-069,6,6870,106,27089,KEMIRI,TANGERANG
D-BGR-007,D-BGR-007,6,48.844,106,73.274,KEMANG,BOGOR
D-BGR-008,D-BGR-008,6,47.876,106,73.088,KEMANG,BOGOR
D-BGR-010,D-BGR-010,6,42.295,106,74.647,KEMANG,BOGOR
M-JKT-131,M-JKT-012,6,11.316,106,54.278,PULO GADUNG,JAKARTA TIMUR
M-JKT-127,M-JKT-012,6,11.353,106,54.259,PULO GADUNG,JAKARTA TIMUR
D-BGR-009,D-BGR-009,6,47.876,106,73.088,KEMANG,BOGOR
D-BGR-006,D-BGR-006,6,48.58,106,69.855,KEMANG,BOGOR
D-TGR-045,D-TGR-045,6,12094,106,28749,CIKUPA,TANGERANG
D-TGR-217,D-TGR-217,6,5.161,106,32.477,MAUK,TANGERANG
M-TGR-126,M-TGR-126,6,9.332,106,39.763,BATUCEPER,KOTA TANGERANG
D-BKS-050,D-BKS-050,6,15.538,107,14.046,KEDUNGWARINGIN,BEKASI
D-BKS-052,D-BKS-052,6,15.014,107,14.592,KEDUNGWARINGIN,BEKASI
M-JKT-137,M-JKT-137,6,11.336,106,54.289,PULO GADUNG,JAKARTA TIMUR
D-BKS-063,D-BKS-062,6,12.522,107,10.256,KARANGBAHAGIA,BEKASI
D-BGR-219,D-BGR-218,6,34.9,106,32.773,NANGGUNG,BOGOR
M-JKT-149,M-JKT-137,6,11.788,106,55.202,PULO GADUNG,JAKARTA TIMUR
M-JKT-156,M-JKT-137,6,11.793,106,55.212,PULO GADUNG,JAKARTA TIMUR
D-BGR-220,D-BGR-220,6,34.727,106,32.877,NANGGUNG,BOGOR
M-JKT-170,M-JKT-137,6,11.811,106,55.214,PULO GADUNG,JAKARTA TIMUR
D-BGR-045,D-BGR-045,6,38.679,106,46.381,TAMANSARI,BOGOR
D-BGR-044,D-BGR-044,6,39.185,106,46.288,TAMANSARI,BOGOR
D-BGR-172,D-BGR-172,6,36.757,106,39.194,CIBUNGBULANG,BOGOR
D-BGR-207,D-BGR-206,6,26.105,106,41.699,CISEENG,BOGOR
D-TGR-253,D-TGR-253,6,18.923,106,42.321,SERPONG,KOTA TANGERANG SELATAN
D-BGR-238,D-BGR-236,6,28.179,106,4.52,JONGGOL,BOGOR
D-TGR-009,D-TGR-009,6,17737,106,42730,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-250,D-TGR-250,6,13.982,106,38.859,SERPONG UTARA,KOTA TANGERANG SELATAN
D-TGR-259,D-TGR-259,6,20100,106,39939,SETU,KOTA TANGERANG SELATAN
D-BGR-054,D-BGR-054,6,28.263,106,4.235,JONGGOL,BOGOR
M-JKT-005,M-JKT-001,6,12.869,106,52.506,PULO GADUNG,JAKARTA TIMUR
D-BGR-052,D-BGR-052,6,27.956,107,4.033,JONGGOL,BOGOR
M-JKT-006,M-JKT-001,6,12.867,106,52.502,PULO GADUNG,JAKARTA TIMUR
D-BGR-239,D-BGR-236,6,27.612,107,3.494,JONGGOL,BOGOR
M-JKT-150,M-JKT-137,6,11.784,106,55.202,PULO GADUNG,JAKARTA TIMUR
M-JKT-171,M-JKT-137,6,11.311,106,55.214,PULO GADUNG,JAKARTA TIMUR
M-JKT-007,M-JKT-001,6,12.867,106,52.507,PULO GADUNG,JAKARTA TIMUR
D-BGR-057,D-BGR-057,6,30.32,107,8.044,CARIU,BOGOR
M-JKT-004,M-JKT-001,6,12.856,106,52.495,PULO GADUNG,JAKARTA TIMUR
M-JKT-003,M-JKT-001,6,12.882,106,52.493,PULO GADUNG,JAKARTA TIMUR
M-JKT-002,M-JKT-001,6,12.89,106,52.474,PULO GADUNG,JAKARTA TIMUR
M-JKT-001,M-JKT-001,6,12.862,106,52.463,PULO GADUNG,JAKARTA TIMUR
M-JKT-146,M-JKT-137,6,11.787,106,55.199,PULO GADUNG,JAKARTA TIMUR
M-JKT-147,M-JKT-137,6,11.786,106,55.194,PULO GADUNG,JAKARTA TIMUR
D-TGR-011,D-TGR-011,6,19425,106,44752,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-016,D-TGR-014,6,18756,106,44760,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-020,D-TGR-014,6,18755,106,44767,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-014,D-TGR-014,6,18.778,106,44.774,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-018,D-TGR-014,6,18.757,106,44.772,CIPUTAT,KOTA TANGERANG SELATAN
D-TGR-255,D-TGR-255,6,18.16,106,44.743,CIPUTAT,KOTA TANGERANG SELATAN
D-BGR-331,D-BGR-331,6,44.766,106,47.027,CIGOMBONG,BOGOR
D-BKS-047,D-BKS-047,6,16.392,107,15.974,KEDUNGWARINGIN,BEKASI
M-JKT-114,M-JKT-114,6,17.256,106,52.335,KRAMAT JATI,JAKARTA TIMUR
D-BGR-325,D-BGR-325,6,42.322,106,50.045,CARINGIN,BOGOR
M-JKT-112,M-JKT-112,6,16.086,106,52.33,KRAMAT JATI,JAKARTA TIMUR
M-JKT-094,M-JKT-094,6,16.176,106,56.485,DUREN SAWIT,JAKARTA TIMUR
D-BGR-328,D-BGR-325,6,42.336,106,49.917,CARINGIN,BOGOR
M-JKT-110,M-JKT-110,6,14.399,106,53.265,MAKASAR,JAKARTA TIMUR
M-JKT-111,M-JKT-111,6,14.487,106,53.387,MAKASAR,JAKARTA TIMUR
M-JKT-107,M-JKT-106,6,14.396,106,53.497,MAKASAR,JAKARTA TIMUR
M-JKT-109,M-JKT-106,6,14.387,106,53.491,MAKASAR,JAKARTA TIMUR
M-JKT-011,M-JKT-011,6,11.048,106,54.144,PULO GADUNG,JAKARTA TIMUR
M-JKT-049,M-JKT-047,6,11.078,106,54.3,PULO GADUNG,JAKARTA TIMUR
M-JKT-048,M-JKT-047,6,11.075,106,54.303,PULO GADUNG,JAKARTA TIMUR
D-BGR-234,D-BGR-233,-6,406.926,106,963.287,CILEUNGSI,BOGOR
D-BGR-095,D-BGR-085,-6,480.737,106,764.786,TAJURHALANG,BOGOR
D-TGR-013,D-TGR-013,6,19219,106,43426,CIPUTAT,KOTA TANGERANG SELATAN
M-JKT-089,M-JKT-087,6,10.921,106,57.635,CAKUNG,JAKARTA TIMUR
M-JKT-090,M-JKT-090,6,11.134,106,56.226,CAKUNG,JAKARTA TIMUR
M-JKT-088,M-JKT-087,6,16.171,106,57.744,CAKUNG,JAKARTA TIMUR
M-JKT-033,M-JKT-012,6,11.425,106,54.283,PULO GADUNG,JAKARTA TIMUR
M-JKT-039,M-JKT-012,6,11.424,106,54.284,PULO GADUNG,JAKARTA TIMUR
M-JKT-034,M-JKT-012,6,11.424,106,54.284,PULO GADUNG,JAKARTA TIMUR
M-JKT-106,M-JKT-106,6,14.381,106,53.503,MAKASAR,JAKARTA TIMUR
M-JKT-047,M-JKT-047,6,11.073,106,54.306,PULO GADUNG,JAKARTA TIMUR
M-JKT-046,M-JKT-046,6,11.08,106,54.301,PULO GADUNG,JAKARTA TIMUR
M-JKU-087,M-JKU-069,6,7.838,106,50.788,PADEMANGAN,JAKARTA UTARA
M-JKU-084,M-JKU-069,6,7.175,106,54.809,KOJA,JAKARTA UTARA
M-JKU-086,M-JKU-069,6,6.935,106,52.75,TANJUNG PRIOK,JAKARTA UTARA
M-JKU-074,M-JKU-069,6,6.607,106,56.904,CILINCING,JAKARTA UTARA
M-JKU-063,M-JKU-063,6,6.607,106,56.904,CILINCING,JAKARTA UTARA
M-JKU-076,M-JKU-069,6,6.604,106,56.919,CILINCING,JAKARTA UTARA
D-BGR-065,D-BGR-065,6,60796,107,14955,TANJUNGSARI,BOGOR
M-DPK-012,M-DPK-012,6,26.653,106,51.732,CIMANGGIS,KOTA DEPOK
M-TGR-051,M-TGR-049,6,14738,106,42579,CILEDUG,KOTA TANGERANG
D-TGR-031,D-TGR-031,6,15571,106,35925,KELAPA DUA,TANGERANG
D-BGR-329,D-BGR-325,6,42.29,106,49.957,CARINGIN,BOGOR
D-BGR-326,D-BGR-325,6,42.335,106,49.919,CARINGIN,BOGOR
D-BGR-337,D-BGR-337,6,40.648,106,47.557,CIJERUK,BOGOR
M-JKU-060,M-JKU-060,6,6.607,106,56.88,CILINCING,JAKARTA UTARA
M-BKS-008,M-BKS-008,6,18.283,106,56.071,PONDOK MELATI,KOTA BEKASI
M-JKU-068,M-JKU-068,6,6.609,106,56.868,CILINCING,JAKARTA UTARA
M-JKU-089,M-JKU-069,6,8.151,106,47.998,PENJARINGAN,JAKARTA UTARA
M-JKU-090,M-JKU-069,6,8.447,106,47.373,PENJARINGAN,JAKARTA UTARA
D-TGR-254,D-TGR-254,6,18845,106,45287,CIPUTAT TIMUR,KOTA TANGERANG SELATAN
M-DPK-008,M-DPK-008,6,25.55,106,50.139,SUKMA JAYA,KOTA DEPOK
M-DPK-005,M-DPK-005,6,22.15,106,44.113,SAWANGAN,KOTA DEPOK
M-JKT-102,M-JKT-101,6,21.071,106,52.54,CIRACAS,JAKARTA TIMUR
M-JKT-103,M-JKT-101,6,21.092,106,52.573,CIRACAS,JAKARTA TIMUR
M-JKT-105,M-JKT-105,6,20.775,106,52.313,CIRACAS,JAKARTA TIMUR
M-JKS-158,M-JKS-156,6,15.282,106,49.51,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-157,M-JKS-156,6,15.289,106,49.505,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-159,M-JKS-156,6,15.303,106,49.472,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-156,M-JKS-156,6,15.285,106,49.476,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKU-066,M-JKU-066,6,6.608,106,56.894,CILINCING,JAKARTA UTARA
M-JKU-004,M-JKU-004,6,6.29,106,55.54,CILINCING,JAKARTA UTARA
M-JKU-091,M-JKU-069,6,8.352,106,47.678,PENJARINGAN,JAKARTA UTARA
M-JKU-064,M-JKU-064,6,6.602,106,56.872,CILINCING,JAKARTA UTARA
M-JKU-008,M-JKU-008,6,6.748,106,56.164,CILINCING,JAKARTA UTARA
M-JKS-153,M-JKS-151,6,15.414,106,45.644,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-148,M-JKS-148,6,15.415,106,45.643,PESANGGRAHAN,JAKARTA SELATAN
M-JKU-092,M-JKU-069,6,8.248,106,46.904,PENJARINGAN,JAKARTA UTARA
M-JKP-045,M-JKP-043,6,10.222,106,50.314,SENEN,JAKARTA PUSAT
M-JKS-176,M-JKS-176,6,13.065,106,51.722,TEBET,JAKARTA SELATAN
M-JKS-177,M-JKS-176,6,13.065,106,51.725,TEBET,JAKARTA SELATAN
M-JKS-178,M-JKS-176,6,13.065,106,51.723,TEBET,JAKARTA SELATAN
M-JKS-174,M-JKS-174,6,14.073,106,51.39,TEBET,JAKARTA SELATAN
M-JKS-113,M-JKS-113,6,19.477,106,48.483,JAGAKARSA,JAKARTA SELATAN
M-JKS-167,M-JKS-163,6,14.239,106,49.087,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-185,M-JKS-183,6,14.97,106,50.182,PANCORAN,JAKARTA SELATAN
M-JKS-184,M-JKS-183,6,15.001,106,50.192,PANCORAN,JAKARTA SELATAN
M-JKS-183,M-JKS-183,6,14.933,106,50.179,PANCORAN,JAKARTA SELATAN
M-JKU-110,M-JKU-110,6,7.134,106,54.614,KOJA,JAKARTA UTARA
M-JKS-182,M-JKS-181,6,15.382,106,49.599,PANCORAN,JAKARTA SELATAN
M-JKU-062,M-JKU-062,6,6.542,106,55.153,CILINCING,JAKARTA UTARA
M-JKS-150,M-JKS-148,6,15409,106,45662,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-136,M-JKS-136,6,17.202,106,47.72,CILANDAK,JAKARTA SELATAN
M-JKU-011,M-JKU-011,6,7.737,106,58.572,TANJUNG PRIOK,JAKARTA UTARA
M-JKS-138,M-JKS-136,6,17.203,106,47.719,CILANDAK,JAKARTA SELATAN
M-JKS-154,M-JKS-151,6,15409,106,45663,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-149,M-JKS-148,6,15410,106,45666,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-143,M-JKS-139,6,14165,106,46047,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-191,M-JKS-191,6,12279,106,50263,SETIA BUDI,JAKARTA SELATAN
M-JKS-146,M-JKS-146,6,13612,106,45273,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-194,M-JKS-194,6,12482,106,49338,SETIA BUDI,JAKARTA SELATAN
M-JKS-147,M-JKS-146,6,13.653,106,45.275,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-139,M-JKS-139,6,14.176,106,46.049,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-142,M-JKS-139,6,14.182,106,46.046,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-141,M-JKS-139,6,14.17,106,46.048,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-140,M-JKS-139,6,14.147,106,46.063,PESANGGRAHAN,JAKARTA SELATAN
M-JKS-160,M-JKS-156,6,15.282,106,49.512,MAMPANG PRAPATAN,JAKARTA SELATAN
M-JKS-128,M-JKS-128,6,17.232,106,50.723,PASAR MINGGU,JAKARTA SELATAN
M-JKS-126,M-JKS-126,6,16.868,106,50.072,PASAR MINGGU,JAKARTA SELATAN
D-BGR-062,D-BGR-062,6,584.578,107,146.373,TANJUNGSARI,BOGOR
D-BGR-059,D-BGR-059,6,580.639,107,154.291,TANJUNGSARI,BOGOR
D-BGR-299,D-BGR-299,6,27.475,107,3.672,JONGGOL,BOGOR
D-BKS-072,D-BKS-072,6,9.845,107,2.71,BABELAN,BEKASI
D-BKS-073,D-BKS-073,6,6.641,107,1.01,TARUMAJAYA,BEKASI
M-BKS-103,M-BKS-103,6,14.177,106,58.5,BEKASI BARAT,KOTA BEKASI
M-BKS-099,M-BKS-098,6,14.013,106,58.46,BEKASI BARAT,KOTA BEKASI
M-BKS-100,M-BKS-098,6,14.109,106,58.501,BEKASI BARAT,KOTA BEKASI
D-BGR-296,D-BGR-296,6,28.176,107,3.748,JONGGOL,BOGOR
D-BGR-005,D-BGR-005,6,25.871,106,41.668,PARUNG,BOGOR
D-BGR-104,D-BGR-104,6,27.334,106,46.526,TAJURHALANG,BOGOR
D-BGR-096,D-BGR-096,6,30.0301,106,46.878,TAJURHALANG,BOGOR
D-BGR-097,D-BGR-092,6,28.432,106,46.316,TAJURHALANG,BOGOR
M-BKS-002-CY,M-BKS-002,6,21.606,106,55.68,JATISAMPURNA,KOTA BEKASI
D-BGR-254,D-BGR-253,6,27.618,106,25.324,JASINGA,BOGOR
D-BGR-255,D-BGR-253,6,27.446,106,25.06,JASINGA,BOGOR
M-JKS-104,M-JKS-104,6,12.749,106,47.609,KEBAYORAN LAMA,JAKARTA SELATAN
D-BGR-297,D-BGR-296,6,28.176,107,3.748,JONGGOL,BOGOR
D-BGR-302,D-BGR-301,6,28.183,107,3.718,JONGGOL,BOGOR
M-BKS-093,M-BKS-091,6,14.759,107,0.867,BEKASI TIMUR,KOTA BEKASI
M-BKS-052,M-BKS-052,6,13.977,107,0.412,BEKASI UTARA,KOTA BEKASI
M-BKS-078-CY,M-BKS-078,6,12.707,107,1.62,BEKASI UTARA,KOTA BEKASI
